_id,jobcode,date,mean,std
1724,PRVREC11,Jul-18,335,9.721111048
1725,PRVREC11,Jun-18,375.5,50.25
1726,PRVREC11,Apr-18,1091,0
1727,PRVREC11,Feb-18,257,37.5
1728,PRVREC11,Dec-17,232,0
1729,PRVREC11,Oct-17,192,0
1730,PRVREC11,Jul-17,187.8,42.06851554
1731,PRVREC11,Jun-17,156,0
1732,PRVREC11,May-17,240,0
1733,PRVREC11,Apr-17,214.5,92.80624979
1734,PRVREC11,Mar-17,213,48.82724649
1735,PRVREC11,Feb-17,154,0
1736,PRVREC11,Jan-17,351,0
1737,PRVREC11,Jan-16,229,0
1738,PRVREC11,Jan-17,255,0
1739,PRVREC11,Jan-16,152,0
1740,PRVREC11,Jan-17,144,0
1741,PRVREC11,Dec-16,1,0
1742,PRVREC12,Aug-18,321,0
1743,PRVREC12,Jul-18,329.3333333,9.027735043
1744,PRVREC12,Jun-18,347,30
1745,PRVREC12,Apr-18,718,0
1746,PRVREC12,Feb-18,317.5,75.75
1747,PRVREC12,Dec-17,464,0
1748,PRVREC12,Oct-17,202,0
1749,PRVREC12,Jul-17,381.8,400.2278851
1750,PRVREC12,Jun-17,196,0
1751,PRVREC12,May-17,276,0
1752,PRVREC12,Apr-17,313.875,327.6619769
1753,PRVREC12,Mar-17,264.8,90.06697508
1754,PRVREC12,Feb-17,188,0
1755,PRVREC12,Jan-17,260,0
1756,PRVREC12,Jan-16,307,0
1757,PRVREC12,Jan-17,173,0
1758,PRVREC12,Jan-16,271,0
1759,PRVREC12,Jan-17,190,0
1760,PRVREC12,Dec-16,3,0
1761,PRVREC13,Aug-18,2797,0
1762,PRVREC13,Jul-18,2836.666667,95.16301803
1763,PRVREC13,Jun-18,3066,475.5
1764,PRVREC13,Apr-18,4008,0
1765,PRVREC13,Feb-18,2185.5,450.75
1766,PRVREC13,Dec-17,1844,0
1767,PRVREC13,Oct-17,1779,0
1768,PRVREC13,Jul-17,1741.8,314.9134167
1769,PRVREC13,Jun-17,1891,0
1770,PRVREC13,May-17,1930,0
1771,PRVREC13,Apr-17,2212.5,746.0042309
1772,PRVREC13,Mar-17,2389.75,1269.168152
1773,PRVREC13,Feb-17,1981,0
1774,PRVREC13,Mar-17,1853,0
1775,PRVREC13,Feb-17,2315.5,1586.25
1776,PRVREC13,Jan-17,1436,0
1777,PRVREC13,Jan-16,1673,0
1778,PRVREC13,Jan-17,1366,0
1779,PRVREC13,Jan-16,1442,0
1780,PRVREC13,Jan-17,1359,0
1781,PRVREC13,Dec-16,2,0
1782,PRVREC14,Aug-18,5,0
1783,PRVREC14,Jul-18,4.333333333,0.707106781
1784,PRVREC14,Jun-18,4.5,0.75
1785,PRVREC14,Apr-18,6,0
1786,PRVREC14,Feb-18,2,0
1787,PRVREC14,Dec-17,2,0
1788,PRVREC14,Oct-17,2,0
1789,PRVREC14,Jul-17,2.4,0.734846923
1790,PRVREC14,Jun-17,2,0
1791,PRVREC14,May-17,2,0
1792,PRVREC14,Apr-17,2,0
1793,PRVREC14,Jan-17,2,0
1794,PRVREC15,Aug-18,3,0
1795,PRVREC15,Jul-18,2,0
1796,PRVREC15,Jan-18,3,0
1797,PRVREC15,Jul-18,1.5,0.75
1798,PRVREC15,Jan-18,3,0
1799,PRVREF01,Nov-18,2316.636364,118.1798426
1800,PRVREF01,Oct-18,2375.142857,300.6108195
1801,PRVREF01,Sep-18,2451.285714,391.8303595
1802,PRVREF01,Aug-18,4651,0
1803,PRVREF01,Sep-18,2181.333333,706.3713613
1804,PRVREF01,Aug-18,2074.166667,225.7876491
1805,PRVREF01,Jul-18,3703,0
1806,PRVREF01,Aug-18,2004.952381,332.9274297
1807,PRVREF01,Jul-18,2092.086957,775.4453029
1808,PRVREF01,Jun-18,10,0
1809,PRVREF01,Jul-18,2149.25,417.6279557
1810,PRVREF01,Jun-18,2841.666667,783.1631375
1811,PRVREF01,Apr-18,2961,0
1812,PRVREF01,Jun-18,2202.363636,200.8343341
1813,PRVREF01,May-18,2506.321429,544.6372397
1814,PRVREF01,Apr-18,2674.764706,602.0511695
1815,PRVREF01,Feb-18,3214,0
1816,PRVREF01,Apr-18,2786.555556,813.0713717
1817,PRVREF01,Mar-18,2820.807692,695.9353442
1818,PRVREF01,Feb-18,2521.26087,749.1999059
1819,PRVREF01,Dec-17,9524,0
1820,PRVREF01,Feb-18,2395.666667,462.4889188
1821,PRVREF01,Jan-18,2247.777778,356.7819907
1822,PRVREF01,Dec-17,2204.411765,721.445068
1823,PRVREF01,Oct-17,2764,0
1824,PRVREF01,Dec-17,2338.727273,355.2879638
1825,PRVREF01,Nov-17,2239.125,555.6331376
1826,PRVREF01,Oct-17,1972.5,20.25
1827,PRVREF01,Aug-17,7121,0
1828,PRVREF01,Oct-17,2578.56,3009.469587
1829,PRVREF01,Sep-17,2568.272727,1174.035887
1830,PRVREF01,Aug-17,2935.892857,3403.642846
1831,PRVREF01,Jul-17,6737.045455,5243.363379
1832,PRVREF01,Jun-17,4777,0
1833,PRVREF01,Jul-17,7010.928571,3883.021095
1834,PRVREF01,Jun-17,6412.608696,3745.583035
1835,PRVREF01,Apr-17,7128,0
1836,PRVREF01,Jun-17,4630.2,1676.284033
1837,PRVREF01,May-17,6153.733333,2725.046273
1838,PRVREF01,Apr-17,5527.384615,2589.778097
1839,PRVREF01,Mar-17,5692.2,4319.642666
1840,PRVREF01,Jan-17,3614,0
1841,PRVREF01,Mar-17,5674,2208
1842,PRVREF01,Jan-17,6336,0
1843,PRVREF01,Jan-16,4987,0
1844,PRVREF02,Nov-18,252.7272727,49.85242685
1845,PRVREF02,Oct-18,249.7142857,69.62010617
1846,PRVREF02,Sep-18,289.6666667,118.555894
1847,PRVREF02,Aug-18,295,0
1848,PRVREF02,Sep-18,257.1111111,55.58077205
1849,PRVREF02,Aug-18,279.5,131.7291255
1850,PRVREF02,Jul-18,383,0
1851,PRVREF02,Aug-18,308.4285714,154.4403986
1852,PRVREF02,Jul-18,332.7826087,145.7327519
1853,PRVREF02,Jun-18,4,0
1854,PRVREF02,Jul-18,307.125,80.69190538
1855,PRVREF02,Jun-18,483.6666667,296.5307741
1856,PRVREF02,Apr-18,394,0
1857,PRVREF02,Jun-18,283.7272727,55.39335297
1858,PRVREF02,May-18,352.9642857,159.007319
1859,PRVREF02,Apr-18,406.9411765,181.3029829
1860,PRVREF02,Feb-18,290,0
1861,PRVREF02,Apr-18,335.6666667,161.497678
1862,PRVREF02,Mar-18,1120.653846,909.7763195
1863,PRVREF02,Feb-18,787.5217391,682.6168609
1864,PRVREF02,Dec-17,806,0
1865,PRVREF02,Feb-18,714.6666667,743.0178329
1866,PRVREF02,Jan-18,926.4444444,685.1068449
1867,PRVREF02,Dec-17,776.8823529,570.8751522
1868,PRVREF02,Oct-17,266,0
1869,PRVREF02,Dec-17,1120.727273,660.4080632
1870,PRVREF02,Nov-17,953.5,749.1079695
1871,PRVREF02,Oct-17,259.5,17.25
1872,PRVREF02,Jul-17,344,0
1873,PRVREF02,Oct-17,942.36,1455.968268
1874,PRVREF02,Sep-17,1074.136364,1393.726567
1875,PRVREF02,Aug-17,564.037037,284.9273245
1876,PRVREF02,Jul-17,511.9411765,284.289736
1877,PRVREF02,Jun-17,259,0
1878,PRVREF02,Jul-17,625.5714286,527.4020704
1879,PRVREF02,Jun-17,497.826087,298.8979712
1880,PRVREF02,Apr-17,230,0
1881,PRVREF02,Jun-17,528.2,392.6453361
1882,PRVREF02,May-17,643.7,618.1179681
1883,PRVREF02,Apr-17,520.6190476,392.8187903
1884,PRVREF02,Mar-17,255.6666667,64.47867865
1885,PRVREF02,Jan-17,240,0
1886,PRVREF02,Mar-17,1026.5,1037.25
1887,PRVREF02,Jan-16,922,0
1888,PRVREF03,Nov-18,1.909090909,1.002063986
1889,PRVREF03,Oct-18,2.035714286,0.748084288
1890,PRVREF03,Sep-18,2.619047619,1.878992348
1891,PRVREF03,Aug-18,10,0
1892,PRVREF03,Sep-18,2.222222222,0.623609564
1893,PRVREF03,Aug-18,2,1.5
1894,PRVREF03,Jul-18,9,0
1895,PRVREF03,Aug-18,2.380952381,1.34771159
1896,PRVREF03,Jul-18,3.826086957,5.264461584
1897,PRVREF03,Jun-18,NaN,NaN
1898,PRVREF03,Jul-18,2.125,1.170937125
1899,PRVREF03,Jun-18,5.333333333,7.071067812
1900,PRVREF03,Apr-18,8,0
1901,PRVREF03,Jun-18,2.681818182,1.526115633
1902,PRVREF03,May-18,3.178571429,2.720563698
1903,PRVREF03,Apr-18,3.176470588,1.646008068
1904,PRVREF03,Feb-18,17,0
1905,PRVREF03,Apr-18,3.555555556,2.838231061
1906,PRVREF03,Mar-18,3.423076923,3.972399227
1907,PRVREF03,Feb-18,2.565217391,1.867541878
1908,PRVREF03,Dec-17,11,0
1909,PRVREF03,Feb-18,3,2.121320344
1910,PRVREF03,Jan-18,2.925925926,2.342574294
1911,PRVREF03,Dec-17,2.117647059,1.136832241
1912,PRVREF03,Oct-17,10,0
1913,PRVREF03,Dec-17,2.363636364,1.468681311
1914,PRVREF03,Nov-17,2.5,3.269174208
1915,PRVREF03,Oct-17,2,0
1916,PRVREF03,Jul-17,8,0
1917,PRVREF03,Oct-17,6,23.36535897
1918,PRVREF03,Sep-17,6,7.334538468
1919,PRVREF03,Aug-17,3.740740741,3.124969136
1920,PRVREF03,Jul-17,4.117647059,2.812478374
1921,PRVREF03,Jun-17,5,0
1922,PRVREF03,Jul-17,5.5,5.400892783
1923,PRVREF03,Jun-17,3,4.445319962
1924,PRVREF03,Apr-17,5,0
1925,PRVREF03,Jun-17,4.8,1.989974874
1926,PRVREF03,May-17,3.833333333,2.512468905
1927,PRVREF03,Apr-17,4.523809524,5.105019539
1928,PRVREF03,Mar-17,3.4,3.498571137
1929,PRVREF03,Jan-17,2,0
1930,PRVREF03,Mar-17,9.5,8.25
1931,PRVREF03,Jan-16,7,0
1932,PRVREF04,Aug-18,1,0
1933,PRVREF04,Jul-18,1.333333333,0.707106781
1934,PRVREF04,Jun-18,1,0
1935,PRVREF04,Apr-18,1,0
1936,PRVREF04,Feb-18,NaN,NaN
1937,PRVREF04,Mar-18,1,0
1938,PRVREF04,Feb-18,1,0
1939,PRVREF04,Dec-17,1,0
1940,PRVREF04,Feb-18,NaN,NaN
1941,PRVREF04,Jan-18,1.333333333,1.118033989
1942,PRVREF04,Dec-17,1.2,0.6
1943,PRVREF04,Oct-17,NaN,NaN
1944,PRVREF04,Dec-17,1.666666667,0.707106781
1945,PRVREF04,Nov-17,1.166666667,0.559016994
1946,PRVREF04,Oct-17,1,0
1947,PRVREF04,Jul-17,1,0
1948,PRVREF04,Oct-17,1.666666667,1.870828693
1949,PRVREF04,Sep-17,1,0
1950,PRVREF04,Aug-17,1,0
1951,PRVREF04,Jul-17,1,0
1952,PRVREF04,Jun-17,NaN,NaN
1953,PRVREF04,Jul-17,1.25,0.649519053
1954,PRVREF04,Jun-17,1,0
1955,PRVREF04,Apr-17,NaN,NaN
1956,PRVREF04,Jun-17,1,0
1957,PRVREF04,May-17,1,0
1958,PRVREF04,Apr-17,1.153846154,0.541201818
1959,PRVREF04,Mar-17,1,0
1960,PRVREF04,Jan-17,NaN,NaN
1961,PRVREF04,Mar-17,1,0
1962,PRVREF04,Jan-16,1,0
1963,PRVREF05,Nov-18,1.454545455,0.983332166
1964,PRVREF05,Oct-18,1.571428571,1.016446391
1965,PRVREF05,Sep-18,1.857142857,1.332482722
1966,PRVREF05,Aug-18,3,0
1967,PRVREF05,Sep-18,1.222222222,0.623609564
1968,PRVREF05,Aug-18,1.666666667,0.707106781
1969,PRVREF05,Jul-18,3,0
1970,PRVREF05,Aug-18,1.952380952,1.26571751
1971,PRVREF05,Jul-18,2.043478261,1.035293991
1972,PRVREF05,Jun-18,1,0
1973,PRVREF05,Jul-18,2.125,1.748883572
1974,PRVREF05,Jun-18,2.666666667,2.549509757
1975,PRVREF05,Apr-18,3,0
1976,PRVREF05,Jun-18,1.772727273,1.273741479
1977,PRVREF05,May-18,2.178571429,2.0066058
1978,PRVREF05,Apr-18,2.529411765,1.790980864
1979,PRVREF05,Feb-18,2,0
1980,PRVREF05,Apr-18,3.222222222,2.98142397
1981,PRVREF05,Mar-18,1.730769231,1.143705439
1982,PRVREF05,Feb-18,2,1.326977605
1983,PRVREF05,Dec-17,3,0
1984,PRVREF05,Feb-18,2.666666667,2.549509757
1985,PRVREF05,Jan-18,1.62962963,1.012270398
1986,PRVREF05,Dec-17,1.647058824,1.143660123
1987,PRVREF05,Oct-17,2,0
1988,PRVREF05,Dec-17,1.545454545,0.746894397
1989,PRVREF05,Nov-17,1.833333333,1.118033989
1990,PRVREF05,Oct-17,2,0
1991,PRVREF05,Jul-17,2,0
1992,PRVREF05,Oct-17,1.833333333,2.015564437
1993,PRVREF05,Sep-17,2.090909091,1.271915325
1994,PRVREF05,Aug-17,1.5,0.857657812
1995,PRVREF05,Jul-17,1.611111111,1.133455876
1996,PRVREF05,Jun-17,2,0
1997,PRVREF05,Jul-17,2.714285714,3.649154221
1998,PRVREF05,Jun-17,1.086956522,0.422657002
1999,PRVREF05,Apr-17,2,0
2000,PRVREF05,Jun-17,1.6,1.2
2001,PRVREF05,May-17,1.466666667,1.077032961
2002,PRVREF05,Apr-17,1.619047619,1.083267921
2003,PRVREF05,Mar-17,1.9,0.807774721
2004,PRVREF05,Jan-17,1,0
2005,PRVREF05,Mar-17,35.5,50.25
2006,PRVREF05,Jan-16,11,0
2007,PRVREF06,Nov-18,2094.272727,401.223856
2008,PRVREF06,Oct-18,2247.285714,556.8260775
2009,PRVREF06,Sep-18,2010,288.8733039
2010,PRVREF06,Aug-18,3492,0
2011,PRVREF06,Sep-18,1781.555556,308.1542723
2012,PRVREF06,Aug-18,1764,190.8638258
2013,PRVREF06,Jul-18,2647,0
2014,PRVREF06,Aug-18,1778,321.6918446
2015,PRVREF06,Jul-18,1974.521739,838.595822
2016,PRVREF06,Jun-18,NaN,NaN
2017,PRVREF06,Jul-18,2074.25,572.3761738
2018,PRVREF06,Jun-18,1968,180.4619073
2019,PRVREF06,Apr-18,2998,0
2020,PRVREF06,Jun-18,1858.545455,224.4760842
2021,PRVREF06,May-18,2006.25,416.2231893
2022,PRVREF06,Apr-18,2076.176471,350.9035446
2023,PRVREF06,Feb-18,2683,0
2024,PRVREF06,Apr-18,2073.333333,161.3474512
2025,PRVREF06,Mar-18,6679.153846,7977.248087
2026,PRVREF06,Feb-18,3171.045455,3088.182071
2027,PRVREF06,Dec-17,2727,0
2028,PRVREF06,Feb-18,3197.333333,3255.969978
2029,PRVREF06,Jan-18,3436.148148,2728.162254
2030,PRVREF06,Dec-17,3888.294118,3978.971992
2031,PRVREF06,Oct-17,2211,0
2032,PRVREF06,Dec-17,4213.272727,2656.026773
2033,PRVREF06,Nov-17,3773.375,4181.186139
2034,PRVREF06,Oct-17,1829.5,510.75
2035,PRVREF06,Aug-17,2352,0
2036,PRVREF06,Oct-17,3660.92,3538.26041
2037,PRVREF06,Sep-17,4990.142857,4204.573436
2038,PRVREF06,Aug-17,6320.4,4122.751444
2039,PRVREF06,Jan-17,11044,0
2040,PRVREF06,Aug-17,2041,0
2041,PRVREF06,Jul-17,1786.333333,826.1921689
2042,PRVREF06,Jan-17,1175,0
2043,PRVREF07,Nov-18,1232.909091,362.3375555
2044,PRVREF07,Oct-18,1199.25,237.3505404
2045,PRVREF07,Sep-18,1039.904762,234.3152203
2046,PRVREF07,Aug-18,1929,0
2047,PRVREF07,Sep-18,945,173.3248395
2048,PRVREF07,Aug-18,897.3571429,270.4125462
2049,PRVREF07,Jul-18,1007.913043,472.1001233
2050,PRVREF07,Jun-18,1,0
2051,PRVREF07,Jul-18,1214.375,371.4498988
2052,PRVREF07,Jun-18,1088.333333,305.2204122
2053,PRVREF07,Apr-18,2249,0
2054,PRVREF07,Jun-18,1108.045455,315.2970928
2055,PRVREF07,May-18,1104.928571,276.5258757
2056,PRVREF07,Apr-18,1360.588235,425.896236
2057,PRVREF07,Mar-18,1779,0
2058,PRVREF07,Apr-18,1644.888889,1015.832281
2059,PRVREF07,Mar-18,1693.533333,1313.467571
2060,PRVREF07,Jan-18,1577.5,266.25
2061,PRVREF08,Nov-18,1281.727273,309.4961314
2062,PRVREF08,Oct-18,1430.785714,650.5205637
2063,PRVREF08,Sep-18,1185.238095,299.2619152
2064,PRVREF08,Aug-18,2006,0
2065,PRVREF08,Sep-18,1008.888889,192.5051226
2066,PRVREF08,Aug-18,1100.535714,453.1708787
2067,PRVREF08,Jul-18,1107.045455,408.4673486
2068,PRVREF08,Jun-18,2285,0
2069,PRVREF08,Jul-18,1420.125,658.4190315
2070,PRVREF08,Jun-18,1165,285.0184205
2071,PRVREF08,Apr-18,1939,0
2072,PRVREF08,Jun-18,1171.409091,330.704205
2073,PRVREF08,May-18,1159.642857,275.0221072
2074,PRVREF08,Apr-18,1353.294118,384.2779663
2075,PRVREF08,Mar-18,1684,0
2076,PRVREF08,Apr-18,1508.555556,843.5452303
2077,PRVREF08,Mar-18,1781.2,1159.916704
2078,PRVREF08,Jan-18,1490.5,501.75
2079,PRVSTG01,Nov-18,277.5833333,249.651601
2080,PRVSTG01,Oct-18,338.0526316,439.8159383
2081,PRVSTG01,Sep-18,419.5806452,309.1913221
2082,PRVSTG01,Aug-18,349.8095238,269.3963964
2083,PRVSTG01,May-18,23,0
2084,PRVSTG01,Aug-18,449.25,252.1391915
2085,PRVSTG01,Jul-18,456.4333333,268.3006755
2086,PRVSTG01,Jun-18,480.6666667,378.1387312
2087,PRVSTG01,May-18,331.8666667,382.4848494
2088,PRVSTG01,Apr-17,1,0
2089,PRVSTG01,May-18,316.5714286,229.7300767
2090,PRVSTG01,Apr-18,513.6333333,1452.229087
2091,PRVSTG01,Mar-18,366.7333333,313.6676426
2092,PRVSTG01,Feb-18,356.0357143,350.7539161
2093,PRVSTG01,Jan-18,391.0967742,304.7106029
2094,PRVSTG01,Dec-17,310.2903226,393.9912751
2095,PRVSTG01,Nov-17,233.8666667,211.4658601
2096,PRVSTG01,Oct-17,214.0322581,162.2616542
2097,PRVSTG01,Sep-17,196.2,167.0295183
2098,PRVSTG01,Aug-17,206.6774194,172.7030588
2099,PRVSTG01,Jul-17,188.2666667,189.3044902
2100,PRVSTG01,Jun-17,266.2758621,225.2949434
2101,PRVSTG01,May-17,302.9354839,209.0504808
2102,PRVSTG01,Apr-17,301,196.9766945
2103,PRVSTG01,Feb-17,NaN,NaN
2104,PRVSTG01,Apr-17,264.375,247.5601489
2105,PRVSTG01,Mar-17,300.8928571,290.9114388
2106,PRVSTG01,Feb-17,280.7777778,554.8183386
2107,PRVSTG01,Jan-16,4797,0
2108,PRVSTG01,Feb-17,5,0
2109,PRVSTG01,Jan-16,7,0
2110,PRVSTG01,Dec-16,15,0
2111,PRVSTG02,Nov-18,1.666666667,1.274754878
2112,PRVSTG02,Oct-18,1.972972973,1.327354504
2113,PRVSTG02,Sep-18,2.096774194,1.226018657
2114,PRVSTG02,Aug-18,2.571428571,3.055607091
2115,PRVSTG02,May-18,2,0
2116,PRVSTG02,Aug-18,2.083333333,1.138804197
2117,PRVSTG02,Jul-18,1.866666667,1.077032961
2118,PRVSTG02,Jun-18,2.517241379,3.356892567
2119,PRVSTG02,May-18,2.064516129,2.119111785
2120,PRVSTG02,Aug-17,3,0
2121,PRVSTG02,May-18,2,2.121320344
2122,PRVSTG02,Apr-18,1.9,1.747140521
2123,PRVSTG02,Mar-18,1.4,1.374772708
2124,PRVSTG02,Feb-18,2,2.839454173
2125,PRVSTG02,Jan-18,2,1.979736053
2126,PRVSTG02,Dec-17,1.8,2.1
2127,PRVSTG02,Nov-17,1.517241379,1.013581963
2128,PRVSTG02,Oct-17,1.222222222,0.623609564
2129,PRVSTG02,Sep-17,1.0625,0.363092189
2130,PRVSTG02,Aug-17,56.51851852,141.4109675
2131,PRVSTG02,Apr-17,1,0
2132,PRVSTG02,Aug-17,182.5384615,202.1647784
2133,PRVSTG02,Jul-17,163.6451613,184.7229371
2134,PRVSTG02,Jun-17,163.4482759,131.8315458
2135,PRVSTG02,May-17,176.9032258,190.1643684
2136,PRVSTG02,Apr-17,140.0909091,112.1694317
2137,PRVSTG02,Feb-17,NaN,NaN
2138,PRVSTG02,Apr-17,152.625,113.9060571
2139,PRVSTG02,Mar-17,198.7142857,572.2417651
2140,PRVSTG02,Feb-17,95.22222222,83.57863895
2141,PRVSTG02,Jan-16,5025,0
2142,PRVSTG02,Feb-17,5.5,0.75
2143,PRVSTG02,Jan-16,7,0
2144,PRVSTG02,Dec-16,15,0
2145,PRVSTG03,Nov-18,278,246.5093812
2146,PRVSTG03,Oct-18,339.6578947,437.1323792
2147,PRVSTG03,Sep-18,422.7096774,309.7702255
2148,PRVSTG03,Aug-18,353.5714286,262.8035271
2149,PRVSTG03,May-18,23,0
2150,PRVSTG03,Aug-18,8335.363636,37517.85683
2151,PRVSTG03,Jul-18,549.8,818.7317693
2152,PRVSTG03,Jun-18,478.2666667,384.0285015
2153,PRVSTG03,May-18,374.5,572.0326586
2154,PRVSTG03,Apr-17,1,0
2155,PRVSTG03,May-18,325.7142857,221.8475069
2156,PRVSTG03,Apr-18,339.3666667,227.368363
2157,PRVSTG03,Mar-18,405.8333333,320.7555339
2158,PRVSTG03,Feb-18,370.3928571,350.8265
2159,PRVSTG03,Jan-18,391.1290323,306.3296948
2160,PRVSTG03,Dec-17,276.483871,218.9923345
2161,PRVSTG03,Nov-17,251.1333333,205.6141046
2162,PRVSTG03,Oct-17,250.3225806,158.6679676
2163,PRVSTG03,Sep-17,224.6666667,177.4664757
2164,PRVSTG03,Aug-17,240.3225806,191.2608202
2165,PRVSTG03,Jul-17,225,238.1925692
2166,PRVSTG03,Jun-17,275.3793103,212.5538359
2167,PRVSTG03,May-17,302.1290323,213.4244097
2168,PRVSTG03,Apr-17,301.3181818,210.8735337
2169,PRVSTG03,Feb-17,1,0
2170,PRVSTG03,Apr-17,279.125,269.6700458
2171,PRVSTG03,Mar-17,308.4814815,304.7393341
2172,PRVSTG03,Feb-17,295.3333333,599.2645493
2173,PRVSTG03,Jan-16,4792,0
2174,PRVSTG03,Feb-17,5,0
2175,PRVSTG03,Jan-16,8,0
2176,PRVSTG03,Dec-16,9,0
2177,PRVSTG04,Nov-18,175.25,270.1826639
2178,PRVSTG04,Oct-18,173.3421053,274.0091116
2179,PRVSTG04,Sep-18,206.483871,198.7237034
2180,PRVSTG04,Aug-18,164.3888889,233.2788776
2181,PRVSTG04,May-18,2,0
2182,PRVSTG04,Aug-18,139,53.95831725
2183,PRVSTG04,Jul-18,248.7333333,269.2269303
2184,PRVSTG04,Jun-18,249.2,234.0818447
2185,PRVSTG04,May-18,106.6956522,237.4605877
2186,PRVSTG04,Feb-18,1,0
2187,PRVSTG04,May-18,209.4285714,226.7940718
2188,PRVSTG04,Apr-18,160.2,91.78839796
2189,PRVSTG04,Mar-18,178.7,152.3309637
2190,PRVSTG04,Feb-18,245.5238095,232.8362173
2191,PRVSTG04,Apr-17,4,0
2192,PRVSTG04,Feb-18,236.8571429,162.4387483
2193,PRVSTG04,Jan-18,182.8064516,186.8520104
2194,PRVSTG04,Dec-17,169.2580645,209.2073639
2195,PRVSTG04,Nov-17,163.6,152.3518625
2196,PRVSTG04,Oct-17,154.3870968,139.7854402
2197,PRVSTG04,Sep-17,147.1333333,119.5094557
2198,PRVSTG04,Aug-17,160.3870968,205.6974013
2199,PRVSTG04,Jul-17,144.2666667,162.8611065
2200,PRVSTG04,Jun-17,153.1034483,142.2895968
2201,PRVSTG04,May-17,160.3548387,180.9822187
2202,PRVSTG04,Apr-17,149.5,140.6715832
2203,PRVSTG04,Feb-17,1,0
2204,PRVSTG04,Apr-17,124.875,102.4578991
2205,PRVSTG04,Mar-17,216.1481481,582.3825638
2206,PRVSTG04,Feb-17,101.5555556,71.67674348
2207,PRVSTG04,Jan-16,5028,0
2208,PRVSTG04,Feb-17,5,0
2209,PRVSTG04,Jan-17,6,0
2210,PRVSTG04,Jan-16,7,0
2211,PRVSTG04,Dec-16,NaN,NaN
2212,PRVSTG05,Nov-18,276.6666667,246.2090067
2213,PRVSTG05,Oct-18,339.4473684,440.3507166
2214,PRVSTG05,Sep-18,419.7096774,311.3379748
2215,PRVSTG05,Aug-18,345.8095238,273.3379459
2216,PRVSTG05,May-18,22,0
2217,PRVSTG05,Aug-18,440.5,264.9298256
2218,PRVSTG05,Jul-18,437.4193548,284.9810964
2219,PRVSTG05,Jun-18,480.1666667,388.7287132
2220,PRVSTG05,May-18,322.2333333,386.7785574
2221,PRVSTG05,Apr-17,1,0
2222,PRVSTG05,May-18,312.8571429,239.2762685
2223,PRVSTG05,Apr-18,505.4333333,1411.4579
2224,PRVSTG05,Mar-18,351.4,325.2867043
2225,PRVSTG05,Feb-18,348.75,359.9041446
2226,PRVSTG05,Jan-18,390.6774194,308.352058
2227,PRVSTG05,Dec-17,317.7096774,486.3920452
2228,PRVSTG05,Nov-17,222.0333333,217.7810196
2229,PRVSTG05,Oct-17,207.0322581,169.949013
2230,PRVSTG05,Sep-17,187.7,171.6676222
2231,PRVSTG05,Aug-17,189.5483871,179.776409
2232,PRVSTG05,Jul-17,173.6,197.8679863
2233,PRVSTG05,Jun-17,262.1724138,220.7154363
2234,PRVSTG05,May-17,298.9032258,215.1607873
2235,PRVSTG05,Apr-17,299.8636364,207.5015147
2236,PRVSTG05,Feb-17,NaN,NaN
2237,PRVSTG05,Apr-17,260.375,256.8308584
2238,PRVSTG05,Mar-17,300.6071429,291.0953468
2239,PRVSTG05,Feb-17,167.5555556,231.5676047
2240,PRVSTG05,Jan-16,4796,0
2241,PRVSTG05,Feb-17,3,0
2242,PRVSTG05,Jan-16,7,0
2243,PRVSTG05,Dec-16,1,0
2244,PRVSTG06,Nov-18,194.5,270.9604445
2245,PRVSTG06,Oct-18,174.1842105,277.802578
2246,PRVSTG06,Sep-18,209.1612903,258.7654895
2247,PRVSTG06,Aug-18,163,162.1034392
2248,PRVSTG06,May-18,23,0
2249,PRVSTG06,Aug-18,241.0833333,257.6032257
2250,PRVSTG06,Jul-18,194.4516129,207.5871192
2251,PRVSTG06,Jun-18,222.5333333,173.1456323
2252,PRVSTG06,May-18,149.9032258,236.8689986
2253,PRVSTG06,Apr-17,3,0
2254,PRVSTG06,May-18,147.4285714,62.07409989
2255,PRVSTG06,Apr-18,135.6333333,45.96381729
2256,PRVSTG06,Mar-18,149.9,92.63666931
2257,PRVSTG06,Feb-18,176.0714286,193.8775091
2258,PRVSTG06,Jan-18,154.7419355,148.6023439
2259,PRVSTG06,Dec-17,148.2580645,193.451032
2260,PRVSTG06,Nov-17,120.8,29.50186435
2261,PRVSTG06,Oct-17,120.0645161,34.35545206
2262,PRVSTG06,Sep-17,122.6,50.08532719
2263,PRVSTG06,Aug-17,140.8387097,129.2080637
2264,PRVSTG06,Jul-17,134.3,119.7228988
2265,PRVSTG06,Jun-17,140.1034483,119.2296468
2266,PRVSTG06,May-17,138.5483871,176.808332
2267,PRVSTG06,Apr-17,122,41.62576781
2268,PRVSTG06,Feb-17,NaN,NaN
2269,PRVSTG06,Apr-17,139.25,69.79736295
2270,PRVSTG06,Mar-17,178.5714286,437.107903
2271,PRVSTG06,Feb-17,71.55555556,62.6263168
2272,PRVSTG06,Jan-16,5028,0
2273,PRVSTG06,Feb-17,2,0
2274,PRVSTG06,Jan-16,6,0
2275,PRVSTG06,Dec-16,1,0
2276,PRVSTG07,Nov-18,279.0833333,245.8287959
2277,PRVSTG07,Oct-18,341.6315789,434.5187566
2278,PRVSTG07,Sep-18,422.7096774,308.5209707
2279,PRVSTG07,Aug-18,344.8571429,267.3530113
2280,PRVSTG07,May-18,21,0
